"order_id","order_date","ship_date","ship_mode","customer_id","product_id","sales","quantity","discount","profit"
US-2015-120572,2015-12-11,2015-12-15,Standard Class,GH-14425,OFF-BI-10001098,12,2,0,-8
CA-2017-132430,2017-10-09,2017-10-11,First Class,CP-12085,FUR-FU-10003577,45,4,0,9
CA-2017-146031,2017-07-29,2017-08-01,Second Class,GM-14440,OFF-AR-10002656,60,9,0,22
CA-2014-110100,2014-04-25,2014-04-29,Standard Class,LC-16885,TEC-PH-10004531,302,3,0,37
CA-2015-103723,2015-12-01,2015-12-06,Standard Class,BT-11305,OFF-AR-10003251,13,5,0,5
CA-2014-127187,2014-12-04,2014-12-08,Standard Class,CP-12085,TEC-PH-10000673,129,2,0,62
CA-2017-128475,2017-08-26,2017-09-01,Standard Class,SC-20680,TEC-AC-10000158,71,2,0,15
CA-2014-100006,2014-09-07,2014-09-13,Standard Class,DK-13375,TEC-PH-10002075,377,3,0,109
CA-2017-144827,2017-12-21,2017-12-27,Standard Class,SE-20110,OFF-ST-10004340,124,2,0,33
CA-2014-110030,2014-12-06,2014-12-08,Second Class,LF-17185,FUR-FU-10002759,23,3,0,-14
CA-2014-121286,2014-11-04,2014-11-08,Second Class,ON-18715,OFF-FA-10000585,8,3,0,2
CA-2016-164735,2016-04-14,2016-04-19,Second Class,TB-21400,OFF-ST-10001558,81,5,0,12
CA-2014-153479,2014-10-04,2014-10-08,Standard Class,DF-13135,OFF-LA-10004689,14,5,0,6
CA-2017-149888,2017-11-07,2017-11-13,Standard Class,EP-13915,TEC-PH-10003811,359,5,0,-71
CA-2017-119193,2017-12-22,2017-12-24,First Class,SK-19990,OFF-BI-10000848,1,1,0,-1
CA-2017-104801,2017-02-13,2017-02-19,Standard Class,FH-14350,OFF-AR-10001547,6,3,0,1
CA-2014-107594,2014-07-02,2014-07-06,Standard Class,EH-13945,TEC-PH-10002923,73,2,0,19
CA-2015-129770,2015-02-21,2015-02-23,Second Class,JE-15715,OFF-PA-10000249,49,4,0,23
CA-2015-115798,2015-11-13,2015-11-19,Standard Class,KL-16645,TEC-PH-10003691,377,3,0,94
CA-2017-122707,2017-04-16,2017-04-18,First Class,EB-13750,OFF-SU-10000157,477,4,0,9
CA-2016-165015,2016-02-25,2016-02-27,Second Class,BD-11725,OFF-EN-10003134,46,5,0,17
CA-2014-149244,2014-11-04,2014-11-08,Standard Class,MS-17530,FUR-FU-10004671,35,2,0,13
CA-2015-140144,2015-06-20,2015-06-25,Second Class,SC-20770,FUR-FU-10002253,257,6,0,100
CA-2017-163321,2017-08-07,2017-08-11,Second Class,FM-14380,TEC-AC-10004571,79,1,0,21
CA-2014-155887,2014-05-12,2014-05-17,Standard Class,KT-16480,FUR-TA-10002228,700,3,0,-130
US-2015-165449,2015-11-22,2015-11-26,Standard Class,AP-10720,TEC-AC-10004127,27,4,0,-1
CA-2015-110247,2015-12-04,2015-12-08,Standard Class,RH-19555,OFF-BI-10001553,8,3,0,-6
US-2014-141257,2014-06-08,2014-06-14,Standard Class,CS-11950,FUR-CH-10002758,585,3,0,73
CA-2014-154669,2014-08-08,2014-08-11,Second Class,TM-21010,OFF-ST-10000532,423,11,0,110
CA-2014-158029,2014-05-26,2014-05-30,Standard Class,HF-14995,FUR-CH-10000988,225,2,0,22
CA-2015-155306,2015-04-17,2015-04-21,Standard Class,GA-14515,OFF-AR-10003251,5,2,0,2
CA-2016-127775,2016-06-11,2016-06-13,Second Class,ES-14020,TEC-AC-10002402,239,3,0,71
CA-2016-146171,2016-03-11,2016-03-15,Standard Class,JP-16135,FUR-FU-10004270,76,4,0,31
CA-2014-129574,2014-05-26,2014-05-29,First Class,Dp-13240,OFF-PA-10002893,48,5,0,23
CA-2017-126536,2017-10-12,2017-10-14,First Class,NK-18490,TEC-AC-10003709,0,1,0,0
CA-2017-165757,2017-06-22,2017-06-28,Standard Class,PL-18925,OFF-BI-10003166,10,3,0,-7
CA-2017-167752,2017-01-15,2017-01-18,First Class,RW-19690,OFF-AP-10000159,34,1,0,3
US-2015-122140,2015-04-02,2015-04-07,Standard Class,MO-17950,OFF-AP-10001242,32,2,0,-80
CA-2016-163986,2016-09-03,2016-09-10,Standard Class,JJ-15445,OFF-ST-10000918,54,5,0,14
CA-2017-158967,2017-12-10,2017-12-12,First Class,BT-11680,FUR-FU-10001940,19,3,0,5
CA-2016-131576,2016-11-22,2016-11-26,Standard Class,RD-19585,OFF-BI-10002852,49,3,0,24
CA-2017-143455,2017-11-11,2017-11-18,Standard Class,ML-17755,OFF-PA-10004451,10,2,0,3
CA-2016-144729,2016-10-21,2016-10-25,Standard Class,JE-15745,OFF-ST-10004804,154,3,0,1
CA-2015-127019,2015-12-21,2015-12-25,Standard Class,ER-13855,OFF-AP-10003971,60,7,0,4
CA-2015-138534,2015-07-17,2015-07-19,Second Class,JM-15535,FUR-BO-10003159,195,2,0,-13
CA-2017-108322,2017-04-30,2017-05-05,Standard Class,SS-20140,FUR-FU-10001935,23,8,0,6
CA-2017-167668,2017-05-06,2017-05-08,First Class,TC-21295,OFF-LA-10004544,59,4,0,29
CA-2017-146724,2017-11-20,2017-11-27,Standard Class,HG-15025,OFF-AR-10001026,22,10,0,9
CA-2016-139878,2016-11-11,2016-11-16,Standard Class,LD-17005,TEC-PH-10001336,257,2,0,74
US-2016-106677,2016-11-05,2016-11-10,Standard Class,AS-10285,TEC-PH-10003187,23,2,0,-15
CA-2016-116974,2016-10-09,2016-10-15,Standard Class,MP-17965,TEC-PH-10004897,23,4,0,-15
CA-2015-149972,2015-09-21,2015-09-23,First Class,CD-12790,FUR-CH-10004997,601,4,0,0
US-2014-117744,2014-12-02,2014-12-06,Standard Class,MD-17860,FUR-FU-10001588,58,5,0,-24
CA-2014-125514,2014-09-21,2014-09-22,First Class,BM-11650,OFF-AP-10000358,25,2,0,7
CA-2014-154599,2014-04-12,2014-04-17,Standard Class,KN-16450,TEC-PH-10001557,1075,14,0,94
CA-2017-158743,2017-10-20,2017-10-27,Standard Class,IG-15085,OFF-AR-10002257,13,4,0,4
CA-2016-153318,2016-10-25,2016-10-28,First Class,JS-15595,TEC-PH-10000984,783,5,0,78
US-2015-110163,2015-11-01,2015-11-04,First Class,GA-14725,OFF-AR-10001683,7,1,0,1
CA-2017-143329,2017-11-03,2017-11-08,Standard Class,DL-13330,FUR-FU-10000629,41,3,0,17
CA-2015-159380,2015-05-12,2015-05-16,Standard Class,CS-12505,OFF-PA-10003893,12,3,0,5
CA-2015-122623,2015-09-07,2015-09-11,Standard Class,CC-12145,FUR-CH-10000553,47,2,0,-2
CA-2015-148635,2015-07-25,2015-07-27,Second Class,MH-18025,OFF-FA-10004395,9,2,0,0
CA-2015-135685,2015-11-16,2015-11-18,Second Class,MP-18175,OFF-PA-10000157,179,9,0,84
CA-2015-104626,2015-09-01,2015-09-08,Standard Class,DR-12940,OFF-BI-10001510,114,5,0,51
CA-2016-160500,2016-05-05,2016-05-08,First Class,DM-13015,OFF-BI-10003784,6,5,0,2
CA-2017-100202,2016-12-31,2017-01-05,Standard Class,BD-11620,TEC-PH-10002563,302,3,0,22
CA-2017-131016,2017-09-18,2017-09-20,First Class,DC-12850,OFF-AR-10000122,8,2,0,0
US-2014-112914,2014-09-25,2014-09-30,Standard Class,MT-18070,OFF-PA-10003270,33,8,0,10
CA-2016-124149,2016-04-23,2016-04-26,First Class,MJ-17740,OFF-PA-10002421,108,6,0,37
CA-2014-148915,2014-11-01,2014-11-05,Standard Class,ND-18370,OFF-ST-10001128,443,5,0,-94
CA-2017-134649,2017-01-26,2017-01-31,Second Class,CA-11965,OFF-AR-10001547,15,7,0,4
CA-2017-110842,2017-11-11,2017-11-16,Standard Class,GA-14725,OFF-AP-10003971,10,1,0,2
CA-2016-147368,2016-06-09,2016-06-12,First Class,TC-21295,TEC-MA-10002178,695,2,0,-27
US-2015-104185,2015-09-03,2015-09-08,Second Class,JB-15400,OFF-ST-10001526,120,1,0,31
US-2014-125521,2014-03-14,2014-03-19,Standard Class,CK-12325,FUR-CH-10003379,1139,4,0,284
US-2017-135062,2017-08-31,2017-09-04,Second Class,RL-19615,OFF-PA-10000100,229,7,0,83
CA-2017-135650,2017-03-23,2017-03-27,Standard Class,AC-10660,OFF-ST-10001809,143,2,0,-32
CA-2017-112865,2017-05-18,2017-05-22,Standard Class,BH-11710,TEC-AC-10000387,36,3,0,0
US-2016-162852,2016-12-27,2016-12-31,Standard Class,BG-11695,FUR-CH-10004853,845,8,0,-12
CA-2017-138163,2017-11-17,2017-11-20,First Class,XP-21865,OFF-AR-10001958,50,3,0,14
CA-2017-152093,2017-09-10,2017-09-15,Standard Class,SN-20560,OFF-BI-10003527,762,3,0,-1143
CA-2017-157854,2017-04-08,2017-04-15,Standard Class,DM-13345,FUR-FU-10003832,56,6,0,15
CA-2016-123617,2016-11-28,2016-12-03,Standard Class,AJ-10780,OFF-BI-10002976,7,6,0,-5
US-2016-128293,2016-06-02,2016-06-05,First Class,KC-16255,OFF-ST-10000736,64,1,0,-12
CA-2017-107342,2017-12-17,2017-12-22,Standard Class,VF-21715,OFF-PA-10001745,28,4,0,13
CA-2016-136371,2016-03-19,2016-03-21,Second Class,SV-20935,FUR-FU-10000409,14,1,0,6
CA-2017-137344,2017-08-20,2017-08-20,Same Day,EM-13810,OFF-ST-10000344,40,3,0,10
CA-2017-169810,2017-07-25,2017-07-31,Standard Class,RB-19360,OFF-LA-10003663,20,7,0,9
CA-2016-128594,2016-08-26,2016-08-29,First Class,DJ-13510,FUR-CH-10001215,1603,4,0,100
CA-2016-154690,2016-08-15,2016-08-17,Second Class,CC-12370,FUR-CH-10000988,225,2,0,22
CA-2017-138975,2017-05-19,2017-05-23,Standard Class,SC-20380,TEC-AC-10003441,67,4,0,4
CA-2017-106537,2017-08-12,2017-08-17,Standard Class,RH-19495,OFF-PA-10000223,20,4,0,7
US-2017-103828,2017-08-13,2017-08-13,Same Day,JK-15370,OFF-ST-10001325,31,3,0,8
CA-2016-115588,2016-11-10,2016-11-12,Second Class,AF-10885,OFF-SU-10001225,14,5,0,-3
CA-2017-143861,2017-06-12,2017-06-19,Standard Class,LC-16885,FUR-FU-10001546,17,2,0,1
CA-2014-148040,2014-03-22,2014-03-26,Standard Class,BF-11275,OFF-PA-10002581,74,3,0,23
CA-2017-135167,2017-06-15,2017-06-20,Standard Class,SC-20800,OFF-AR-10002399,4,1,0,1
CA-2017-137022,2017-11-16,2017-11-22,Standard Class,SW-20275,OFF-ST-10001963,811,8,0,24
US-2017-102638,2017-12-29,2017-12-31,First Class,MC-17845,OFF-FA-10002988,6,3,0,2
US-2016-167339,2016-01-21,2016-01-23,Second Class,TD-20995,FUR-CH-10004289,153,2,0,-5
CA-2016-152072,2016-01-15,2016-01-19,Standard Class,Dp-13240,OFF-EN-10003040,52,2,0,24
CA-2016-102932,2016-09-19,2016-09-23,Second Class,SD-20485,OFF-BI-10000756,25,6,0,12
CA-2014-165540,2014-02-21,2014-02-25,Standard Class,TM-21010,OFF-BI-10004094,8,5,0,-13
CA-2016-130799,2016-11-11,2016-11-16,Second Class,BK-11260,FUR-FU-10001852,6,4,0,2
CA-2016-164483,2016-01-30,2016-02-03,Standard Class,JF-15490,OFF-BI-10000014,17,2,0,5
US-2016-159856,2016-10-18,2016-10-22,Standard Class,EP-13915,FUR-CH-10003396,307,5,0,-34
CA-2017-102099,2017-12-18,2017-12-19,First Class,EP-13915,OFF-AR-10003811,6,3,0,1
CA-2017-164049,2017-11-02,2017-11-06,Standard Class,KH-16630,OFF-PA-10000791,23,5,0,10
CA-2014-142727,2014-04-29,2014-05-01,Second Class,HG-14845,FUR-CH-10002304,51,2,0,12
CA-2017-139913,2017-10-23,2017-10-29,Standard Class,JC-16105,OFF-PA-10003739,11,2,0,5
CA-2014-169033,2014-03-30,2014-04-03,Standard Class,KM-16720,OFF-AR-10001915,49,5,0,20
US-2016-164630,2016-01-04,2016-01-09,Standard Class,EB-13975,TEC-CO-10000971,959,4,0,119
US-2015-114839,2015-04-26,2015-04-30,Standard Class,PW-19240,FUR-CH-10004086,408,2,0,-5
CA-2015-166464,2015-09-12,2015-09-17,Standard Class,PG-18895,TEC-CO-10000971,479,2,0,59
CA-2017-124898,2017-09-11,2017-09-15,Standard Class,DB-12910,OFF-PA-10003656,184,7,0,84
CA-2016-164035,2016-06-12,2016-06-17,Standard Class,CR-12730,OFF-PA-10002160,23,5,0,8
CA-2016-153577,2016-06-27,2016-07-01,Standard Class,KH-16330,OFF-PA-10000575,37,7,0,12
CA-2014-127586,2014-09-26,2014-09-30,Standard Class,CS-12400,OFF-ST-10002615,310,2,0,80
CA-2017-121615,2017-11-03,2017-11-09,Standard Class,DL-12925,OFF-PA-10000327,8,2,0,3
CA-2017-166415,2017-02-19,2017-02-23,Standard Class,ME-17725,OFF-FA-10004968,11,3,0,0
CA-2015-118444,2015-11-05,2015-11-09,Standard Class,VD-21670,OFF-AP-10000576,387,4,0,24
CA-2014-113929,2014-06-16,2014-06-21,Standard Class,CK-12205,OFF-EN-10003286,41,5,0,19
CA-2015-134747,2015-10-12,2015-10-17,Second Class,DL-12925,TEC-PH-10002890,135,3,0,35
CA-2017-155047,2017-08-27,2017-08-30,First Class,SE-20110,OFF-AR-10003338,5,1,0,0
CA-2016-160129,2016-11-23,2016-11-23,Same Day,LS-17200,OFF-FA-10002763,15,5,0,2
CA-2017-164329,2017-01-30,2017-01-30,Same Day,MM-17920,OFF-ST-10001511,129,2,0,6
US-2015-141453,2015-11-30,2015-12-03,Second Class,DB-13270,OFF-BI-10000301,3,3,0,-5
CA-2014-156993,2014-06-28,2014-07-04,Standard Class,RW-19630,OFF-FA-10003495,6,1,0,3
CA-2014-157721,2014-09-02,2014-09-05,First Class,JM-16195,OFF-AP-10001303,19,1,0,8
CA-2017-128629,2017-07-10,2017-07-14,Second Class,BP-11155,FUR-FU-10000771,18,3,0,7
CA-2017-158106,2017-06-04,2017-06-10,Standard Class,CT-11995,OFF-AR-10002255,8,3,0,2
US-2017-120390,2017-10-19,2017-10-26,Standard Class,TH-21550,OFF-BI-10004995,1633,4,0,-1306
CA-2017-143434,2017-11-18,2017-11-24,Standard Class,ME-17320,FUR-FU-10002597,19,4,0,8
CA-2015-168564,2015-08-08,2015-08-08,Same Day,TT-21220,OFF-BI-10004970,6,2,0,2
US-2016-169040,2016-12-06,2016-12-12,Standard Class,GT-14710,TEC-PH-10002310,156,1,0,13
CA-2017-155880,2017-03-25,2017-03-31,Standard Class,JD-16150,FUR-CH-10000422,90,1,0,14
CA-2017-126242,2017-11-19,2017-11-24,Standard Class,MC-18100,OFF-ST-10000675,305,9,0,76
CA-2016-166443,2016-11-04,2016-11-05,First Class,LH-17020,FUR-FU-10004020,38,7,0,16
CA-2017-169859,2017-12-14,2017-12-18,Standard Class,MP-18175,FUR-FU-10004963,26,3,0,11
CA-2017-134915,2017-11-12,2017-11-12,Same Day,EM-14140,TEC-AC-10001266,41,4,0,13
CA-2016-153353,2016-08-18,2016-08-24,Standard Class,GG-14650,TEC-PH-10000439,39,1,0,11
CA-2017-123638,2017-06-27,2017-07-04,Standard Class,MA-17995,FUR-CH-10002647,191,3,0,31
CA-2017-168900,2017-05-04,2017-05-09,Standard Class,SH-20395,OFF-BI-10003910,2,1,0,-1
CA-2015-158456,2015-12-24,2015-12-29,Standard Class,KT-16465,OFF-BI-10001097,19,4,0,7
CA-2017-143665,2017-04-26,2017-05-01,Standard Class,PO-19180,OFF-PA-10003673,20,3,0,9
CA-2017-137428,2017-12-16,2017-12-21,Second Class,AY-10555,FUR-CH-10002774,81,2,0,9
CA-2014-162866,2014-12-27,2014-12-31,Standard Class,Co-12640,FUR-FU-10001473,32,6,0,-19
CA-2017-167941,2017-11-06,2017-11-09,Second Class,JF-15565,OFF-AP-10002118,499,3,0,43
CA-2017-111808,2017-12-16,2017-12-20,Standard Class,AR-10510,OFF-BI-10004656,10,5,0,5
CA-2015-137512,2015-05-07,2015-05-12,Standard Class,AG-10675,FUR-TA-10001095,244,2,0,-31
CA-2017-139773,2017-12-04,2017-12-04,Same Day,DV-13045,FUR-CH-10001797,188,7,0,-2
CA-2017-134607,2017-10-03,2017-10-08,Second Class,HL-15040,OFF-ST-10002214,22,2,0,5
CA-2014-109232,2014-01-13,2014-01-16,Second Class,ND-18370,FUR-CH-10000422,545,6,0,87
CA-2015-139850,2015-06-12,2015-06-17,Standard Class,GB-14575,OFF-PA-10003848,20,4,0,7
CA-2014-131310,2014-07-12,2014-07-18,Standard Class,CL-12565,FUR-CH-10001797,123,4,0,13
US-2014-112872,2014-12-06,2014-12-11,Second Class,RC-19960,OFF-ST-10002205,53,3,0,4
CA-2016-139269,2016-05-25,2016-05-30,Standard Class,JB-16045,FUR-FU-10000755,24,4,0,6
CA-2016-139010,2016-02-21,2016-02-26,Second Class,MC-17635,TEC-AC-10004227,12,1,0,0
CA-2016-134376,2016-10-02,2016-10-06,Standard Class,TT-21265,OFF-AP-10004532,61,3,0,16
CA-2017-147291,2017-03-11,2017-03-17,Standard Class,MJ-17740,OFF-BI-10003091,895,4,0,421
CA-2016-112893,2016-09-09,2016-09-13,Second Class,AT-10735,OFF-BI-10004654,55,4,0,18
US-2014-150532,2014-07-14,2014-07-21,Standard Class,PB-19150,OFF-ST-10000760,55,5,0,6
CA-2014-138317,2014-06-21,2014-06-25,Standard Class,NW-18400,OFF-EN-10001539,24,4,0,8
CA-2015-130610,2015-07-05,2015-07-10,Standard Class,VP-21730,OFF-BI-10003655,19,5,0,8
CA-2017-104381,2017-12-16,2017-12-23,Standard Class,RD-19810,OFF-BI-10001628,33,4,0,10
CA-2016-131499,2016-09-08,2016-09-10,First Class,MG-17875,OFF-AP-10003779,207,1,0,62
CA-2014-148761,2014-05-17,2014-05-21,Standard Class,PA-19060,OFF-BI-10000666,91,3,0,45
CA-2017-116519,2017-10-13,2017-10-15,First Class,CR-12730,OFF-AP-10000828,904,5,0,253
CA-2014-130729,2014-10-24,2014-10-29,Standard Class,AA-10375,OFF-BI-10002706,34,3,0,11
CA-2016-124772,2016-12-05,2016-12-06,First Class,JG-15160,FUR-FU-10004748,191,3,0,74
CA-2016-115525,2016-07-25,2016-07-29,Standard Class,RR-19525,OFF-AP-10000026,243,5,0,27
CA-2017-134845,2017-04-17,2017-04-23,Standard Class,SR-20425,OFF-BI-10000773,12,5,0,-9
US-2015-138919,2015-09-17,2015-09-21,Standard Class,LS-16975,FUR-TA-10004154,344,2,0,-103
US-2016-160528,2016-08-23,2016-08-30,Standard Class,MH-18115,OFF-ST-10002743,727,8,0,-172
CA-2015-123568,2015-11-08,2015-11-14,Standard Class,SC-20095,OFF-FA-10002701,5,3,0,0
CA-2017-124674,2017-11-17,2017-11-23,Standard Class,JB-16000,FUR-BO-10002202,327,2,0,-14
CA-2015-164441,2015-11-08,2015-11-13,Standard Class,AC-10450,OFF-BI-10001922,52,11,0,17
CA-2017-169054,2017-04-22,2017-04-26,Standard Class,MO-17800,FUR-FU-10001488,254,3,0,0
CA-2014-106719,2014-08-24,2014-08-24,Same Day,RB-19645,OFF-BI-10002799,8,2,0,2
CA-2017-116855,2017-12-17,2017-12-21,Standard Class,AI-10855,FUR-CH-10003846,504,5,0,80
US-2016-164189,2016-03-24,2016-03-28,Standard Class,DR-12880,TEC-PH-10003691,403,4,0,25
CA-2015-168480,2015-09-21,2015-09-27,Standard Class,DM-12955,FUR-BO-10000468,194,4,0,31
US-2016-114293,2016-11-21,2016-11-26,Standard Class,JH-16180,FUR-CH-10003833,195,4,0,-12
CA-2017-134173,2017-09-16,2017-09-21,Standard Class,AB-10060,OFF-PA-10004355,20,4,0,7
US-2015-123960,2015-06-11,2015-06-16,Standard Class,BD-11605,TEC-AC-10003038,53,6,0,10
CA-2017-101749,2017-10-03,2017-10-08,Standard Class,AS-10045,FUR-TA-10001520,171,3,0,-6
US-2016-147991,2016-05-05,2016-05-09,Standard Class,ZD-21925,FUR-FU-10004270,16,5,0,3
CA-2017-149559,2017-09-11,2017-09-12,Same Day,KF-16285,OFF-PA-10003172,12,2,0,6
CA-2015-135174,2015-04-30,2015-05-02,Second Class,BP-11230,TEC-PH-10001530,1022,5,0,-255
CA-2017-125290,2017-11-06,2017-11-10,Second Class,CC-12430,OFF-AR-10001216,13,5,0,3
CA-2014-137351,2014-09-30,2014-10-04,Standard Class,DB-13615,OFF-BI-10003910,43,7,0,13
CA-2017-121419,2017-04-02,2017-04-04,First Class,TC-21475,FUR-TA-10004534,411,2,0,70
US-2017-148054,2017-10-06,2017-10-11,Standard Class,NZ-18565,FUR-FU-10003247,41,2,0,2
CA-2016-128517,2016-04-09,2016-04-14,Second Class,SW-20350,TEC-PH-10002555,517,2,0,134
US-2015-100377,2015-08-28,2015-09-01,Standard Class,TS-21370,TEC-CO-10001046,2799,5,0,874
CA-2017-131492,2017-10-19,2017-10-24,Second Class,HH-15010,OFF-EN-10002973,8,2,0,4
CA-2016-144554,2016-11-07,2016-11-12,Standard Class,DM-13345,TEC-AC-10002800,119,3,0,22
CA-2017-127621,2017-03-03,2017-03-07,Standard Class,RE-19450,OFF-PA-10001307,26,8,0,9
CA-2015-145184,2015-11-27,2015-11-29,First Class,JD-16150,TEC-PH-10002350,83,3,0,23
CA-2017-106859,2017-03-13,2017-03-18,Second Class,BF-11215,OFF-ST-10000615,90,8,0,25
US-2017-120089,2017-11-30,2017-11-30,Same Day,ML-17755,OFF-AP-10003779,663,4,0,82
CA-2014-119375,2014-11-17,2014-11-22,Standard Class,YC-21895,OFF-ST-10002011,2934,7,0,792
CA-2016-125206,2016-01-03,2016-01-05,First Class,LR-16915,OFF-ST-10003692,114,2,0,28
CA-2015-126137,2015-10-03,2015-10-08,Standard Class,BS-11755,FUR-BO-10004409,120,2,0,18
CA-2014-143903,2014-07-20,2014-07-24,Standard Class,KM-16375,OFF-ST-10003306,342,3,0,38
CA-2014-104780,2014-05-21,2014-05-25,Standard Class,BT-11530,OFF-AR-10003514,31,8,0,10
CA-2017-101182,2017-09-04,2017-09-05,First Class,KB-16405,OFF-PA-10001800,12,2,0,6
US-2017-132297,2017-05-27,2017-06-02,Standard Class,DW-13480,OFF-BI-10003364,58,2,0,28
CA-2014-100328,2014-01-28,2014-02-03,Standard Class,JC-15340,OFF-BI-10000343,3,1,0,1
CA-2017-118773,2017-02-09,2017-02-14,Standard Class,TP-21415,OFF-BI-10004584,252,4,0,-417
US-2017-159205,2017-03-31,2017-04-02,Second Class,DB-12910,FUR-FU-10001591,61,5,0,25
CA-2016-112123,2016-03-03,2016-03-08,Standard Class,BH-11710,OFF-BI-10001071,447,7,0,219
CA-2015-114468,2015-08-23,2015-08-23,Same Day,TD-20995,OFF-SU-10004231,31,4,0,2
CA-2017-135692,2017-04-27,2017-05-01,Standard Class,CV-12805,OFF-LA-10001158,33,4,0,11
CA-2017-131233,2017-04-14,2017-04-19,Standard Class,CS-12355,OFF-BI-10000829,10,3,0,3
CA-2017-119578,2017-12-22,2017-12-27,Second Class,JG-15310,OFF-SU-10003505,695,6,0,34
CA-2016-124562,2016-12-08,2016-12-12,Standard Class,JP-16135,OFF-BI-10001267,12,7,0,-9
US-2017-140074,2017-03-23,2017-03-29,Standard Class,EC-14050,OFF-PA-10002741,25,6,0,11
CA-2016-103037,2016-07-25,2016-07-29,Standard Class,KH-16630,OFF-LA-10004345,15,4,0,5
CA-2017-127460,2017-07-10,2017-07-14,Standard Class,FG-14260,OFF-ST-10004340,298,6,0,26
CA-2016-121671,2016-07-17,2016-07-22,Standard Class,AA-10480,OFF-PA-10001471,21,3,0,10
CA-2016-150350,2016-08-23,2016-08-30,Standard Class,MS-17770,TEC-MA-10001972,837,3,0,62
CA-2015-121720,2015-06-11,2015-06-12,First Class,JE-15610,FUR-CH-10003312,1123,5,0,-182
CA-2017-149895,2017-09-08,2017-09-12,Standard Class,EB-14110,TEC-PH-10002200,258,2,0,-47
CA-2017-147564,2017-10-02,2017-10-06,Standard Class,BP-11155,OFF-PA-10004438,49,4,0,23
CA-2014-136399,2014-12-16,2014-12-17,First Class,CC-12100,FUR-FU-10004090,44,2,0,14
CA-2014-107916,2014-08-24,2014-08-26,First Class,JP-15460,FUR-FU-10004586,13,2,0,6
CA-2017-164168,2017-11-12,2017-11-18,Standard Class,LS-16975,OFF-BI-10000666,30,5,0,-45
CA-2015-112557,2015-04-25,2015-04-28,First Class,JL-15850,OFF-AP-10002311,206,3,0,90
US-2014-122959,2014-12-12,2014-12-12,Same Day,CY-12745,OFF-BI-10003650,210,2,0,-336
CA-2017-162572,2017-09-25,2017-09-27,Second Class,RB-19360,TEC-AC-10003628,119,5,0,35
US-2016-148110,2016-09-05,2016-09-11,Standard Class,AR-10825,FUR-CH-10002647,347,7,0,-24
CA-2017-131828,2017-02-11,2017-02-13,Second Class,CS-11845,FUR-CH-10004495,963,4,0,108
CA-2014-109218,2014-06-30,2014-07-03,Second Class,AR-10825,OFF-AR-10001374,32,5,0,10
CA-2016-120558,2016-06-07,2016-06-10,First Class,RD-19810,OFF-PA-10003441,32,5,0,15
US-2014-109036,2014-12-20,2014-12-25,Standard Class,KH-16510,OFF-LA-10002043,31,3,0,14
CA-2015-147830,2015-12-15,2015-12-18,First Class,NF-18385,TEC-AC-10002049,2025,6,0,607
CA-2017-150497,2017-07-20,2017-07-24,Standard Class,SM-20950,OFF-BI-10004600,735,2,0,331
CA-2014-128986,2014-08-03,2014-08-05,Second Class,GH-14410,OFF-PA-10001289,93,3,0,33
CA-2015-139584,2015-08-24,2015-08-28,Standard Class,EM-13810,FUR-TA-10001539,284,2,0,-75
US-2016-162677,2016-03-26,2016-03-27,First Class,DB-13210,OFF-ST-10001291,67,5,0,5
US-2014-150924,2014-09-12,2014-09-16,Second Class,PT-19090,OFF-BI-10004040,5,5,0,-8
CA-2014-153969,2014-09-21,2014-09-25,Standard Class,HF-14995,OFF-EN-10001539,15,2,0,7
CA-2016-146682,2016-10-29,2016-10-31,First Class,KW-16435,FUR-FU-10002671,67,5,0,32
CA-2016-138695,2016-05-28,2016-06-03,Standard Class,KC-16675,FUR-CH-10003833,390,8,0,-24
CA-2017-107461,2017-12-21,2017-12-26,Second Class,PK-19075,OFF-BI-10002003,23,6,0,11
US-2016-133879,2016-03-21,2016-03-28,Standard Class,KT-16465,OFF-BI-10004465,3,2,0,-4
CA-2017-157483,2017-11-11,2017-11-18,Standard Class,EP-13915,OFF-AR-10004260,181,7,0,50
US-2017-132059,2017-09-23,2017-09-29,Standard Class,AP-10915,FUR-BO-10001811,180,2,0,-240
CA-2017-122280,2017-09-10,2017-09-10,Same Day,SH-20395,OFF-PA-10004911,18,2,0,9
CA-2017-105235,2017-12-05,2017-12-11,Standard Class,SM-20950,FUR-FU-10001487,20,3,0,6
CA-2017-152912,2017-11-09,2017-11-12,Second Class,BM-11650,OFF-BI-10004728,9,2,0,4
CA-2014-123498,2014-11-07,2014-11-09,First Class,TC-20980,OFF-BI-10000632,26,3,0,-44
CA-2017-159352,2017-03-12,2017-03-17,Standard Class,KB-16585,TEC-PH-10004700,69,7,0,32
US-2017-146416,2017-10-20,2017-10-22,Second Class,JE-16165,OFF-LA-10003714,3,1,0,1
US-2015-163783,2015-12-27,2016-01-01,Standard Class,DR-12940,OFF-ST-10002957,12,3,0,-3
CA-2017-123981,2017-10-02,2017-10-08,Standard Class,RW-19630,TEC-PH-10002115,65,1,0,17
CA-2017-158953,2017-06-04,2017-06-08,Standard Class,ML-18040,OFF-BI-10002557,6,7,0,-9
CA-2014-165428,2014-09-01,2014-09-04,First Class,JL-15130,OFF-BI-10002949,3,3,0,-6
CA-2016-169026,2016-08-08,2016-08-13,Standard Class,CM-12655,OFF-FA-10001883,23,3,0,0
